Latitude (decimal degrees):	10.738
Longitude (decimal degrees):	122.543
Elevation (m):	10
Radiation database:	PVGIS-ERA5


Slope: - deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200119:1030,0.0,0.0,0.0,26.23,6.28,0.0
20200119:1130,0.0,0.0,0.0,25.63,6.41,0.0
20200119:1230,0.0,0.0,0.0,25.44,6.41,0.0
20200119:1330,0.0,0.0,0.0,25.33,6.48,0.0
20200119:1430,0.0,0.0,0.0,25.26,6.28,0.0
20200119:1530,0.0,0.0,0.0,25.16,6.28,0.0
20200119:1630,0.0,0.0,0.0,25.24,6.07,0.0
20200119:1730,0.0,0.0,0.0,25.26,6.07,0.0
20200119:1830,0.0,0.0,0.0,25.28,6.0,0.0
20200119:1930,0.0,0.0,0.0,25.13,5.93,0.0
20200119:2030,0.0,0.0,0.0,25.2,5.86,0.0
20200119:2130,0.0,0.0,0.0,25.15,5.79,0.0
20200119:2230,188.76,239.87,3.12,25.07,5.86,0.0
20200119:2330,230.7,290.27,16.67,25.17,6.14,0.0
20200120:0030,167.65,216.81,29.71,25.63,6.97,0.0
20200120:0130,31.68,55.1,41.78,25.14,7.31,0.0
20200120:0230,37.1,62.22,51.93,24.81,7.1,0.0
20200120:0330,73.93,108.8,58.23,24.84,7.17,0.0
20200120:0430,115.42,158.89,58.29,25.11,7.17,0.0
20200120:0530,123.89,169.44,52.09,25.47,6.83,0.0
20200120:0630,167.58,219.45,42.0,25.91,6.76,0.0
20200120:0730,249.85,315.62,29.95,26.13,6.48,0.0
20200120:0830,228.13,289.33,16.92,26.29,6.28,0.0
20200120:0930,209.0,265.21,3.35,26.37,6.41,0.0
20200120:1030,0.0,0.0,0.0,26.02,6.28,0.0
20200120:1130,0.0,0.0,0.0,25.78,6.48,0.0
20200120:1230,0.0,0.0,0.0,25.58,6.9,0.0
20200120:1330,0.0,0.0,0.0,25.4,7.24,0.0
20200120:1430,0.0,0.0,0.0,25.25,7.45,0.0
20200120:1530,0.0,0.0,0.0,25.04,7.52,0.0
20200120:1630,0.0,0.0,0.0,24.8,7.59,0.0
20200120:1730,0.0,0.0,0.0,24.49,7.45,0.0
20200120:1830,0.0,0.0,0.0,24.24,7.24,0.0
20200120:1930,0.0,0.0,0.0,24.13,7.31,0.0
20200120:2030,0.0,0.0,0.0,24.01,7.31,0.0
20200120:2130,0.0,0.0,0.0,23.9,7.24,0.0
20200120:2230,350.42,428.77,3.1,23.9,7.24,0.0
20200120:2330,590.13,729.81,16.67,24.07,7.38,0.0
20200121:0030,632.21,786.49,29.75,24.84,7.86,0.0
20200121:0130,681.05,851.1,41.86,25.45,8.97,0.0
20200121:0230,748.6,944.13,52.06,26.07,9.31,0.0
20200121:0330,751.36,950.58,58.42,26.61,9.52,0.0
20200121:0430,803.62,1021.88,58.52,26.91,9.59,0.0
20200121:0530,808.03,1028.15,52.31,27.08,9.52,0.0
20200121:0630,776.27,984.44,42.18,27.07,9.38,0.0
20200121:0730,742.1,936.77,30.11,26.82,9.1,0.0
20200121:0830,627.79,783.69,17.05,26.55,8.69,0.0
20200121:0930,407.6,502.92,3.47,26.03,7.45,0.0
20200121:1030,0.0,0.0,0.0,25.31,6.41,0.0
20200121:1130,0.0,0.0,0.0,24.9,6.14,0.0
20200121:1230,0.0,0.0,0.0,24.69,6.41,0.0
20200121:1330,0.0,0.0,0.0,24.54,6.9,0.0
20200121:1430,0.0,0.0,0.0,24.38,7.24,0.0
20200121:1530,0.0,0.0,0.0,24.15,7.17,0.0
20200121:1630,0.0,0.0,0.0,23.97,7.24,0.0
20200121:1730,0.0,0.0,0.0,23.79,7.17,0.0
20200121:1830,0.0,0.0,0.0,23.49,6.9,0.0
20200121:1930,0.0,0.0,0.0,23.37,6.83,0.0
20200121:2030,0.0,0.0,0.0,23.3,6.69,0.0
20200121:2130,0.0,0.0,0.0,23.26,6.55,0.0
20200121:2230,315.09,386.49,3.08,23.41,6.41,0.0
20200121:2330,499.03,615.33,16.67,23.7,6.0,0.0
20200122:0030,591.07,734.75,29.78,24.45,6.76,0.0
20200122:0130,643.46,806.1,41.94,25.43,7.45,0.0
20200122:0230,699.68,886.4,52.2,26.0,7.24,0.0
20200122:0330,640.79,808.46,58.62,26.75,7.72,0.0
20200122:0430,721.71,917.59,58.76,26.82,7.59,0.0
20200122:0530,706.69,897.55,52.53,27.12,7.79,0.0
20200122:0630,503.62,629.94,42.37,27.1,7.72,0.0
20200122:0730,560.1,700.56,30.27,26.63,7.45,0.0
20200122:0830,410.54,508.76,17.19,26.3,7.38,0.0
20200122:0930,340.53,421.25,3.59,25.79,6.76,0.0
20200122:1030,0.0,0.0,0.0,25.31,6.21,0.0
20200122:1130,0.0,0.0,0.0,25.11,5.86,0.0
20200122:1230,0.0,0.0,0.0,24.96,5.79,0.0
20200122:1330,0.0,0.0,0.0,24.87,6.14,0.0
20200122:1430,0.0,0.0,0.0,24.83,6.55,0.0
20200122:1530,0.0,0.0,0.0,24.65,6.83,0.0
20200122:1630,0.0,0.0,0.0,24.44,6.83,0.0
20200122:1730,0.0,0.0,0.0,24.25,6.69,0.0
20200122:1830,0.0,0.0,0.0,24.1,6.55,0.0
20200122:1930,0.0,0.0,0.0,24.14,6.76,0.0
20200122:2030,0.0,0.0,0.0,24.06,6.69,0.0
20200122:2130,0.0,0.0,0.0,23.97,6.41,0.0
20200122:2230,343.23,421.45,3.06,23.94,6.14,0.0
20200122:2330,515.8,637.5,16.68,24.15,6.28,0.0
20200123:0030,549.65,684.7,29.82,25.08,6.69,0.0
20200123:0130,615.11,768.38,42.02,25.91,8.07,0.0
20200123:0230,640.4,807.12,52.34,26.64,8.07,0.0
20200123:0330,652.04,826.81,58.83,27.41,7.93,0.0
20200123:0430,695.44,888.66,59.0,27.81,7.52,0.0
20200123:0530,653.85,837.06,52.75,28.23,7.03,0.0
20200123:0630,634.24,810.48,42.56,28.15,6.62,0.0
20200123:0730,608.4,772.22,30.43,27.92,6.69,0.0
20200123:0830,470.73,588.88,17.32,27.4,6.83,0.0
20200123:0930,326.48,406.41,3.7,26.66,6.28,0.0
20200123:1030,0.0,0.0,0.0,25.9,5.79,0.0
20200123:1130,0.0,0.0,0.0,25.57,5.52,0.0
20200123:1230,0.0,0.0,0.0,25.57,5.59,0.0
20200123:1330,0.0,0.0,0.0,25.56,5.93,0.0
20200123:1430,0.0,0.0,0.0,25.5,6.21,0.0
20200123:1530,0.0,0.0,0.0,25.25,6.0,0.0
20200123:1630,0.0,0.0,0.0,25.06,5.72,0.0
20200123:1730,0.0,0.0,0.0,24.84,5.52,0.0
20200123:1830,0.0,0.0,0.0,24.76,5.31,0.0
20200123:1930,0.0,0.0,0.0,25.01,5.31,0.0
20200123:2030,0.0,0.0,0.0,24.9,5.03,0.0
20200123:2130,0.0,0.0,0.0,24.92,4.97,0.0
20200123:2230,231.87,291.25,3.05,24.9,4.9,0.0
20200123:2330,429.73,535.67,16.69,25.12,4.69,0.0
20200124:0030,605.87,765.7,29.87,25.81,5.38,0.0
20200124:0130,596.73,755.42,42.11,26.82,6.07,0.0
20200124:0230,580.82,739.71,52.48,27.5,6.07,0.0
20200124:0330,514.49,653.03,59.04,27.97,5.79,0.0
20200124:0430,627.09,805.33,59.24,28.07,5.79,0.0
20200124:0530,422.29,534.09,52.97,28.23,6.0,0.0
20200124:0630,565.64,720.39,42.75,28.02,5.59,0.0
20200124:0730,483.35,612.05,30.58,28.17,5.79,0.0
20200124:0830,471.72,593.89,17.46,28.04,6.0,0.0
20200124:0930,272.77,343.52,3.81,27.31,5.31,0.0
20200124:1030,0.0,0.0,0.0,26.24,5.24,0.0
20200124:1130,0.0,0.0,0.0,25.68,4.97,0.0
20200124:1230,0.0,0.0,0.0,25.4,5.24,0.0
20200124:1330,0.0,0.0,0.0,25.41,5.24,0.0
20200124:1430,0.0,0.0,0.0,25.24,5.24,0.0
20200124:1530,0.0,0.0,0.0,25.11,5.17,0.0
20200124:1630,0.0,0.0,0.0,25.08,4.9,0.0
20200124:1730,0.0,0.0,0.0,25.01,4.69,0.0
20200124:1830,0.0,0.0,0.0,24.85,4.41,0.0
20200124:1930,0.0,0.0,0.0,25.16,4.07,0.0
20200124:2030,0.0,0.0,0.0,25.18,4.0,0.0
20200124:2130,0.0,0.0,0.0,25.16,4.0,0.0
20200124:2230,156.36,202.44,3.04,25.06,4.21,0.0
20200124:2330,190.6,244.84,16.7,25.17,4.41,0.0
20200125:0030,374.98,469.45,29.92,25.73,5.1,0.0
20200125:0130,561.48,712.28,42.2,26.49,5.1,0.0
20200125:0230,559.02,715.98,52.64,27.35,4.83,0.0
20200125:0330,612.79,792.55,59.26,28.0,4.62,0.0
20200125:0430,703.39,926.98,59.49,28.55,4.28,0.0
20200125:0530,655.46,860.41,53.2,28.94,4.0,0.0
20200125:0630,220.21,287.88,42.94,29.12,3.93,0.0
20200125:0730,248.83,318.81,30.74,27.28,4.48,0.0
20200125:0830,273.99,346.85,17.59,27.23,4.48,0.0
20200125:0930,124.86,166.88,3.92,26.77,4.21,0.0
20200125:1030,0.0,0.0,0.0,26.14,3.72,0.0
20200125:1130,0.0,0.0,0.0,25.73,3.52,0.0
20200125:1230,0.0,0.0,0.0,25.51,3.38,0.0
20200125:1330,0.0,0.0,0.0,25.35,3.31,0.0
20200125:1430,0.0,0.0,0.0,25.12,3.38,0.0
20200125:1530,0.0,0.0,0.0,24.93,3.38,0.0
20200125:1630,0.0,0.0,0.0,24.86,3.31,0.0
20200125:1730,0.0,0.0,0.0,24.84,3.17,0.0
20200125:1830,0.0,0.0,0.0,24.65,2.9,0.0
20200125:1930,0.0,0.0,0.0,24.55,3.17,0.0
20200125:2030,0.0,0.0,0.0,24.51,2.97,0.0
20200125:2130,0.0,0.0,0.0,24.45,2.76,0.0
20200125:2230,369.36,461.75,3.04,24.3,2.55,0.0
20200125:2330,575.64,741.33,16.72,24.63,2.28,0.0
20200126:0030,666.56,879.78,29.98,26.32,2.41,0.0
20200126:0130,630.75,836.52,42.3,27.3,2.07,0.0
20200126:0230,635.66,854.58,52.79,28.0,1.59,0.0
20200126:0330,595.81,802.34,59.49,28.72,1.31,0.0
20200126:0430,564.57,763.41,59.75,29.04,1.03,0.0
20200126:0530,566.47,767.86,53.43,29.34,0.9,0.0
20200126:0630,532.67,711.83,43.14,29.32,1.24,0.0
20200126:0730,435.49,578.11,30.9,29.76,0.62,0.0
20200126:0830,365.32,480.15,17.72,28.41,0.14,0.0
20200126:0930,179.25,234.8,4.03,27.7,1.1,0.0
20200126:1030,0.0,0.0,0.0,27.38,1.1,0.0
20200126:1130,0.0,0.0,0.0,26.84,0.76,0.0
20200126:1230,0.0,0.0,0.0,26.26,2.0,0.0
20200126:1330,0.0,0.0,0.0,25.73,2.28,0.0
20200126:1430,0.0,0.0,0.0,25.24,2.0,0.0
20200126:1530,0.0,0.0,0.0,24.86,1.66,0.0
20200126:1630,0.0,0.0,0.0,24.43,1.31,0.0
20200126:1730,0.0,0.0,0.0,24.04,1.1,0.0
20200126:1830,0.0,0.0,0.0,23.73,1.1,0.0
20200126:1930,0.0,0.0,0.0,23.32,1.17,0.0
20200126:2030,0.0,0.0,0.0,23.03,1.24,0.0
20200126:2130,0.0,0.0,0.0,22.91,1.31,0.0
20200126:2230,317.51,397.91,3.03,22.98,1.31,0.0
20200126:2330,437.44,559.59,16.75,23.65,0.9,0.0
20200127:0030,600.04,811.15,30.04,26.13,0.41,0.0
20200127:0130,628.56,860.49,42.4,27.16,0.48,0.0
20200127:0230,644.09,885.25,52.96,27.94,0.69,0.0
20200127:0330,546.8,736.45,59.72,28.36,0.69,0.0
20200127:0430,662.0,917.25,60.01,28.63,0.76,0.0
20200127:0530,584.44,792.02,53.67,29.23,1.03,0.0
20200127:0630,552.63,739.16,43.33,29.33,1.38,0.0
20200127:0730,496.01,651.4,31.06,29.1,1.79,0.0
20200127:0830,299.17,387.24,17.85,29.15,1.66,0.0
20200127:0930,204.92,267.01,4.14,28.37,1.17,0.0
20200127:1030,0.0,0.0,0.0,27.76,1.38,0.0
20200127:1130,0.0,0.0,0.0,27.23,1.45,0.0
20200127:1230,0.0,0.0,0.0,26.84,1.59,0.0
20200127:1330,0.0,0.0,0.0,26.45,1.86,0.0
20200127:1430,0.0,0.0,0.0,26.19,2.41,0.0
20200127:1530,0.0,0.0,0.0,25.85,2.55,0.0
20200127:1630,0.0,0.0,0.0,25.49,2.62,0.0
20200127:1730,0.0,0.0,0.0,25.25,2.69,0.0
20200127:1830,0.0,0.0,0.0,24.99,2.97,0.0
20200127:1930,0.0,0.0,0.0,24.76,3.03,0.0
20200127:2030,0.0,0.0,0.0,24.66,3.1,0.0
20200127:2130,0.0,0.0,0.0,24.49,3.1,0.0
20200127:2230,312.74,390.56,3.04,24.29,2.9,0.0
20200127:2330,533.35,676.64,16.77,24.39,3.03,0.0
20200128:0030,678.31,881.3,30.1,25.44,3.38,0.0
20200128:0130,630.73,821.19,42.51,26.95,3.52,0.0
20200128:0230,629.26,827.06,53.12,28.11,3.31,0.0
20200128:0330,603.67,797.02,59.96,28.93,3.03,0.0
20200128:0430,602.16,796.45,60.28,29.45,2.83,0.0
20200128:0530,694.94,935.59,53.91,29.58,2.76,0.0
20200128:0630,620.61,824.53,43.52,29.93,2.76,0.0
20200128:0730,591.41,779.86,31.22,29.83,2.97,0.0
20200128:0830,455.18,585.59,17.98,29.3,3.17,0.0
20200128:0930,321.37,408.41,4.25,28.54,3.38,0.0
20200128:1030,0.0,0.0,0.0,27.59,3.38,0.0
20200128:1130,0.0,0.0,0.0,26.86,3.24,0.0
20200128:1230,0.0,0.0,0.0,26.52,3.17,0.0
20200128:1330,0.0,0.0,0.0,26.21,3.1,0.0
20200128:1430,0.0,0.0,0.0,25.86,3.1,0.0
20200128:1530,0.0,0.0,0.0,25.68,3.1,0.0
20200128:1630,0.0,0.0,0.0,25.37,3.03,0.0
20200128:1730,0.0,0.0,0.0,25.18,3.17,0.0
20200128:1830,0.0,0.0,0.0,24.96,3.24,0.0
20200128:1930,0.0,0.0,0.0,25.03,3.31,0.0
20200128:2030,0.0,0.0,0.0,24.95,3.17,0.0
20200128:2130,0.0,0.0,0.0,24.79,3.03,0.0
20200128:2230,338.2,422.14,3.04,24.55,2.9,0.0
20200128:2330,472.1,596.67,16.8,24.74,2.83,0.0
20200129:0030,555.7,709.87,30.17,25.89,3.52,0.0
20200129:0130,719.08,949.22,42.62,26.95,3.38,0.0
20200129:0230,711.98,941.77,53.29,28.1,3.59,0.0
20200129:0330,725.38,966.57,60.2,28.72,3.66,0.0
20200129:0430,696.5,927.78,60.55,29.25,3.52,0.0
20200129:0530,628.5,831.28,54.14,29.63,3.31,0.0
20200129:0630,672.14,894.29,43.72,29.43,3.17,0.0
20200129:0730,485.0,629.13,31.38,29.44,2.97,0.0
20200129:0830,384.7,493.17,18.11,28.59,2.83,0.0
20200129:0930,274.04,350.39,4.36,28.24,2.55,0.0
20200129:1030,0.0,0.0,0.0,27.54,2.21,0.0
20200129:1130,0.0,0.0,0.0,26.84,2.28,0.0
20200129:1230,0.0,0.0,0.0,26.35,2.41,0.0
20200129:1330,0.0,0.0,0.0,25.82,2.69,0.0
20200129:1430,0.0,0.0,0.0,25.39,2.9,0.0
20200129:1530,0.0,0.0,0.0,25.0,2.97,0.0
20200129:1630,0.0,0.0,0.0,24.57,2.9,0.0
20200129:1730,0.0,0.0,0.0,24.21,2.76,0.0
20200129:1830,0.0,0.0,0.0,23.77,2.62,0.0
20200129:1930,0.0,0.0,0.0,23.98,2.41,0.0
20200129:2030,0.0,0.0,0.0,23.75,2.41,0.0
20200129:2130,0.0,0.0,0.0,23.44,2.41,0.0
20200129:2230,216.09,272.34,3.05,23.0,2.48,0.0
20200129:2330,310.41,388.77,16.84,23.03,2.55,0.0
20200130:0030,543.5,694.5,30.24,24.2,2.62,0.0
20200130:0130,707.51,930.97,42.74,25.96,3.03,0.0
20200130:0230,753.96,1006.65,53.47,27.5,3.24,0.0
20200130:0330,732.78,982.28,60.45,28.54,3.1,0.0
20200130:0430,728.69,982.56,60.82,29.19,2.97,0.0
20200130:0530,735.85,993.36,54.38,29.47,3.03,0.0
20200130:0630,672.17,891.54,43.91,29.48,3.45,0.0
20200130:0730,554.71,720.88,31.53,28.66,3.1,0.0
20200130:0830,473.22,603.78,18.24,28.07,3.72,0.0
20200130:0930,301.91,380.9,4.46,27.46,4.14,0.0
20200130:1030,0.0,0.0,0.0,26.52,4.28,0.0
20200130:1130,0.0,0.0,0.0,25.93,4.41,0.0
20200130:1230,0.0,0.0,0.0,25.5,4.28,0.0
20200130:1330,0.0,0.0,0.0,25.28,4.28,0.0
20200130:1430,0.0,0.0,0.0,25.08,4.21,0.0
20200130:1530,0.0,0.0,0.0,24.73,4.14,0.0
20200130:1630,0.0,0.0,0.0,24.45,4.0,0.0
20200130:1730,0.0,0.0,0.0,24.21,4.0,0.0
20200130:1830,0.0,0.0,0.0,23.97,3.86,0.0
20200130:1930,0.0,0.0,0.0,23.74,3.59,0.0
20200130:2030,0.0,0.0,0.0,23.73,3.72,0.0
20200130:2130,0.0,0.0,0.0,23.63,3.66,0.0
20200130:2230,390.42,482.24,3.07,23.52,4.0,0.0
20200130:2330,579.92,727.97,16.88,23.58,4.28,0.0
20200131:0030,675.34,858.1,30.31,24.7,5.03,0.0
20200131:0130,716.56,915.54,42.86,26.07,6.07,0.0
20200131:0230,721.74,925.19,53.65,26.93,6.48,0.0
20200131:0330,730.83,940.28,60.7,27.46,6.62,0.0
20200131:0430,702.05,900.82,61.1,27.98,6.76,0.0
20200131:0530,708.79,910.34,54.63,28.15,6.83,0.0
20200131:0630,638.75,814.48,44.1,28.14,6.62,0.0
20200131:0730,621.0,788.62,31.69,27.65,6.48,0.0
20200131:0830,463.81,579.34,18.37,27.26,6.69,0.0
20200131:0930,301.62,376.4,4.56,26.67,6.41,0.0
20200131:1030,0.0,0.0,0.0,25.93,6.14,0.0
20200131:1130,0.0,0.0,0.0,25.38,6.14,0.0
20200131:1230,0.0,0.0,0.0,25.01,6.0,0.0
20200131:1330,0.0,0.0,0.0,24.7,5.93,0.0
20200131:1430,0.0,0.0,0.0,24.32,6.14,0.0
20200131:1530,0.0,0.0,0.0,23.96,6.28,0.0
20200131:1630,0.0,0.0,0.0,23.87,6.07,0.0
20200131:1730,0.0,0.0,0.0,23.72,6.0,0.0
20200131:1830,0.0,0.0,0.0,23.59,5.93,0.0
20200131:1930,0.0,0.0,0.0,23.58,6.07,0.0
20200131:2030,0.0,0.0,0.0,23.52,6.21,0.0
20200131:2130,0.0,0.0,0.0,23.3,6.41,0.0
20200131:2230,270.27,333.3,3.08,23.19,6.34,0.0
20200131:2330,474.8,584.42,16.92,23.38,6.14,0.0
20200201:0030,576.4,713.39,30.39,24.25,7.45,0.0
20200201:0130,670.15,840.2,42.98,25.11,7.79,0.0
20200201:0230,689.35,870.63,53.84,25.97,7.86,0.0
20200201:0330,724.56,918.82,60.96,26.54,7.93,0.0
20200201:0430,679.41,858.06,61.38,26.85,8.07,0.0
20200201:0530,642.92,811.41,54.87,27.05,8.0,0.0
20200201:0630,567.36,710.32,44.3,26.97,8.0,0.0
20200201:0730,549.62,685.88,31.84,26.69,8.07,0.0
20200201:0830,441.46,546.59,18.49,26.41,8.14,0.0
20200201:0930,288.87,358.8,4.66,25.78,7.45,0.0
20200201:1030,0.0,0.0,0.0,25.05,7.1,0.0
20200201:1130,0.0,0.0,0.0,24.58,6.9,0.0
20200201:1230,0.0,0.0,0.0,24.43,6.9,0.0
20200201:1330,0.0,0.0,0.0,24.29,6.76,0.0
20200201:1430,0.0,0.0,0.0,24.22,6.83,0.0
20200201:1530,0.0,0.0,0.0,24.03,6.69,0.0
20200201:1630,0.0,0.0,0.0,23.87,6.55,0.0
20200201:1730,0.0,0.0,0.0,23.72,6.34,0.0
20200201:1830,0.0,0.0,0.0,23.55,6.28,0.0
20200201:1930,0.0,0.0,0.0,23.52,6.34,0.0
20200201:2030,0.0,0.0,0.0,23.4,6.41,0.0
20200201:2130,0.0,0.0,0.0,23.17,6.55,0.0
20200201:2230,360.92,440.64,3.1,23.22,6.76,0.0
20200201:2330,560.1,691.35,16.97,23.38,6.55,0.0
20200202:0030,638.9,794.38,30.47,24.22,7.86,0.0
20200202:0130,717.16,898.25,43.11,25.3,8.76,0.0
20200202:0230,623.69,781.87,54.03,26.3,8.9,0.0
20200202:0330,596.52,748.14,61.22,26.49,8.9,0.0
20200202:0430,591.35,743.0,61.67,26.78,8.62,0.0
20200202:0530,624.13,786.68,55.12,26.89,8.48,0.0
20200202:0630,712.75,901.91,44.49,26.87,8.55,0.0
20200202:0730,528.11,660.05,32.0,27.03,8.48,0.0
20200202:0830,512.55,636.89,18.61,26.59,8.28,0.0
20200202:0930,327.46,405.43,4.76,26.0,7.86,0.0
20200202:1030,0.0,0.0,0.0,25.13,7.38,0.0
20200202:1130,0.0,0.0,0.0,24.59,7.24,0.0
20200202:1230,0.0,0.0,0.0,24.38,7.1,0.0
20200202:1330,0.0,0.0,0.0,24.29,7.03,0.0
20200202:1430,0.0,0.0,0.0,24.2,7.1,0.0
20200202:1530,0.0,0.0,0.0,23.98,7.1,0.0
20200202:1630,0.0,0.0,0.0,23.76,6.97,0.0
20200202:1730,0.0,0.0,0.0,23.55,6.69,0.0
20200202:1830,0.0,0.0,0.0,23.46,6.48,0.0
20200202:1930,0.0,0.0,0.0,23.36,6.48,0.0
20200202:2030,0.0,0.0,0.0,23.28,6.41,0.0
20200202:2130,0.0,0.0,0.0,23.25,6.34,0.0
20200202:2230,386.51,472.4,3.13,23.22,6.21,0.0
20200202:2330,596.95,740.85,17.02,23.48,6.21,0.0
20200203:0030,706.71,890.35,30.56,24.53,6.62,0.0
20200203:0130,787.37,998.71,43.24,25.52,8.07,0.0
20200203:0230,766.65,974.02,54.23,26.39,8.55,0.0
20200203:0330,752.63,957.81,61.49,27.03,8.69,0.0
20200203:0430,769.51,982.13,61.96,27.37,8.62,0.0
20200203:0530,797.7,1021.37,55.36,27.59,8.69,0.0
20200203:0630,744.31,947.91,44.69,27.59,8.62,0.0
20200203:0730,716.0,907.54,32.15,27.06,8.21,0.0
20200203:0830,627.94,786.61,18.73,26.67,8.07,0.0
20200203:0930,405.77,500.97,4.86,25.98,7.52,0.0
20200203:1030,0.0,0.0,0.0,25.1,7.03,0.0
20200203:1130,0.0,0.0,0.0,24.53,6.69,0.0
20200203:1230,0.0,0.0,0.0,24.2,6.76,0.0
20200203:1330,0.0,0.0,0.0,23.95,6.83,0.0
20200203:1430,0.0,0.0,0.0,23.76,6.83,0.0
20200203:1530,0.0,0.0,0.0,23.6,6.83,0.0
20200203:1630,0.0,0.0,0.0,23.45,6.83,0.0
20200203:1730,0.0,0.0,0.0,23.26,6.55,0.0
20200203:1830,0.0,0.0,0.0,23.1,6.14,0.0
20200203:1930,0.0,0.0,0.0,23.06,5.93,0.0
20200203:2030,0.0,0.0,0.0,23.02,5.79,0.0
20200203:2130,0.0,0.0,0.0,22.99,5.66,0.0
20200203:2230,460.33,564.5,3.16,22.96,5.45,0.0
20200203:2330,625.57,782.12,17.07,23.23,5.31,0.0
20200204:0030,755.72,966.19,30.65,24.53,5.52,0.0
20200204:0130,749.18,954.73,43.38,25.8,6.97,0.0
20200204:0230,746.12,955.14,54.43,26.76,7.24,0.0
20200204:0330,742.18,955.38,61.76,27.45,7.1,0.0
20200204:0430,693.78,891.5,62.26,27.83,7.03,0.0
20200204:0530,685.58,880.38,55.61,27.88,7.03,0.0
20200204:0630,608.15,773.49,44.88,27.91,7.1,0.0
20200204:0730,563.43,710.64,32.3,27.38,6.9,0.0
20200204:0830,450.3,561.19,18.85,26.8,6.9,0.0
20200204:0930,377.52,468.24,4.95,26.14,6.28,0.0
20200204:1030,0.0,0.0,0.0,25.26,5.31,0.0
20200204:1130,0.0,0.0,0.0,24.49,4.76,0.0
20200204:1230,0.0,0.0,0.0,24.06,4.55,0.0
20200204:1330,0.0,0.0,0.0,23.77,4.62,0.0
20200204:1430,0.0,0.0,0.0,23.64,4.83,0.0
20200204:1530,0.0,0.0,0.0,23.61,5.03,0.0
20200204:1630,0.0,0.0,0.0,23.64,5.17,0.0
20200204:1730,0.0,0.0,0.0,23.49,4.9,0.0
20200204:1830,0.0,0.0,0.0,23.35,4.55,0.0
20200204:1930,0.0,0.0,0.0,23.47,4.34,0.0
20200204:2030,0.0,0.0,0.0,23.42,4.41,0.0
20200204:2130,0.0,0.0,0.0,23.5,4.48,0.0
20200204:2230,213.4,267.93,3.19,23.41,4.48,0.0
20200204:2330,398.38,493.91,17.13,23.54,4.48,0.0
20200205:0030,517.34,647.55,30.75,24.76,5.03,0.0
20200205:0130,584.67,735.19,43.52,26.15,6.9,0.0
20200205:0230,535.69,676.85,54.63,27.07,6.97,0.0
20200205:0330,517.85,658.37,62.04,27.7,6.48,0.0
20200205:0430,513.53,653.85,62.56,28.0,6.48,0.0
20200205:0530,649.27,831.28,55.86,28.04,6.55,0.0
20200205:0630,293.23,374.29,45.07,28.32,6.83,0.0
20200205:0730,303.49,383.01,32.45,27.62,6.28,0.0
20200205:0830,185.64,240.1,18.97,26.99,6.14,0.0
20200205:0930,7.84,20.73,5.05,26.28,5.66,0.0
20200205:1030,0.0,0.0,0.0,25.8,5.24,0.0
20200205:1130,0.0,0.0,0.0,25.57,5.1,0.0
20200205:1230,0.0,0.0,0.0,25.47,5.03,0.0
20200205:1330,0.0,0.0,0.0,25.31,5.52,0.0
20200205:1430,0.0,0.0,0.0,25.1,5.52,0.0
20200205:1530,0.0,0.0,0.0,25.02,5.59,0.0
20200205:1630,0.0,0.0,0.0,24.95,5.86,0.0
20200205:1730,0.0,0.0,0.0,24.97,5.86,0.0
20200205:1830,0.0,0.0,0.0,24.92,5.86,0.0
20200205:1930,0.0,0.0,0.0,25.03,6.0,0.0
20200205:2030,0.0,0.0,0.0,25.08,6.62,0.0
20200205:2130,0.0,0.0,0.0,25.15,6.76,0.0
20200205:2230,54.24,81.55,3.23,25.18,6.83,0.0
20200205:2330,161.93,210.11,17.19,25.31,6.83,0.0
20200206:0030,278.51,350.72,30.84,25.93,7.1,0.0
20200206:0130,452.34,563.35,43.66,26.8,8.83,0.0
20200206:0230,555.81,699.88,54.84,27.09,7.52,0.0
20200206:0330,447.54,564.75,62.33,27.63,7.31,0.0
20200206:0430,474.58,600.91,62.86,27.78,7.1,0.0
20200206:0530,444.65,562.48,56.11,28.02,6.97,0.0
20200206:0630,311.6,396.8,45.26,27.93,7.24,0.0
20200206:0730,214.95,278.36,32.6,27.7,6.97,0.0
20200206:0830,31.7,55.37,19.09,26.99,6.69,0.0
20200206:0930,2.51,11.64,5.14,26.26,5.72,0.0
20200206:1030,0.0,0.0,0.0,25.59,5.59,0.0
20200206:1130,0.0,0.0,0.0,25.15,5.66,0.0
20200206:1230,0.0,0.0,0.0,25.09,5.93,0.0
20200206:1330,0.0,0.0,0.0,25.05,5.93,0.0
20200206:1430,0.0,0.0,0.0,25.09,5.79,0.0
20200206:1530,0.0,0.0,0.0,25.08,5.59,0.0
20200206:1630,0.0,0.0,0.0,25.08,5.45,0.0
20200206:1730,0.0,0.0,0.0,25.09,5.38,0.0
20200206:1830,0.0,0.0,0.0,25.08,5.17,0.0
20200206:1930,0.0,0.0,0.0,25.1,4.9,0.0
20200206:2030,0.0,0.0,0.0,24.97,4.69,0.0
20200206:2130,0.0,0.0,0.0,24.97,4.97,0.0
20200206:2230,2.47,11.62,3.27,24.94,4.97,0.0
20200206:2330,43.05,69.97,17.26,25.02,5.03,0.0
